gene_id	Apoly_gene	gene_symbol
g11012	Apoly020767	TRI50_PIG
g11013	Apoly020768	TM251_XENTR
g11014	Apoly020769	No_ID
g11015	Apoly020770	UBR7_MOUSE
g11016	Apoly020771	AGRF4_MOUSE
g11018	Apoly020772	TNR21_RAT
g11021	Apoly020773	CD2AP_HUMAN
g11022	Apoly020774	OPN5_HUMAN
g11023	Apoly020775	PTHD1_DANRE
g11025	Apoly020776	CFDP2_BOVIN
g11026	Apoly020777	No_ID
g1103	Apoly018907	CAC1G_HUMAN
g11030	Apoly020778	No_ID
g11031	Apoly020779	No_ID
g11033	Apoly020780	CNIH3_MOUSE
g11035	Apoly020781	LRR70_HUMAN
g11038	Apoly020782	SC5A6_RAT
g11039	Apoly020783	TCF23_BOVIN
g11040	Apoly020784	HYEP_HUMAN
g11041	Apoly020785	SRP09_MOUSE
g11042	Apoly020786	ENAH_HUMAN
g11043	Apoly020787	LBR_CHICK
g11044	Apoly020788	KTNA1_SALSA
g11045	Apoly020789	GINM1_DANRE
g11046	Apoly020790	PPIL4_HUMAN
g11049	Apoly020791	TAB2_DANRE
g11051	Apoly020792	CDK19_MOUSE
g11052	Apoly020793	DCAM_XENLA
g11054	Apoly020795	RPF2_MOUSE
g11055	Apoly020796	MOT10_DANRE
g11056	Apoly020797	MFS4B_DANRE
g11057	Apoly020798	REV3L_MOUSE
g11058	Apoly020799	CIKS_HUMAN
g11059	Apoly020800	GP139_HUMAN
g1106	Apoly018908	SPT20_HUMAN
g11060	Apoly020801	FYN_XIPHE
g11066	Apoly020802	S226A_XENLA
g11067	Apoly020803	WISP3_HUMAN
g11068	Apoly020804	TBE_HUMAN
g11069	Apoly020805	LAMA4_HUMAN
g1107	Apoly018909	PKD1_HUMAN
g11074	Apoly020806	CRGM2_CYPCA
g11075	Apoly020807	CRGM2_CYPCA
g11079	Apoly020808	MARCS_CHICK
g1108	Apoly018910	ASB12_HUMAN
g11080	Apoly020809	DRC1_DANRE
g11081	Apoly020810	HDAC2_HUMAN
g11082	Apoly020811	HS3S5_HUMAN
g11088	Apoly020812	No_ID
g11089	Apoly020813	FRK_RAT
g11090	Apoly020814	NT5D1_HUMAN
g11091	Apoly020815	CO8A1_HUMAN
g11092	Apoly020816	COAA1_CHICK
g11094	Apoly020817	NT5D1_HUMAN
g11095	Apoly020818	NDUF4_MOUSE
g11096	Apoly020819	GPR63_HUMAN
g11097	Apoly020820	UFL1_DANRE
g11107	Apoly020821	EPHA7_CHICK
g1111	Apoly018911	SSR2_HUMAN
g11118	Apoly020823	M3K7_RAT
g11125	Apoly020824	BACH2_HUMAN
g11126	Apoly020825	CXA10_MOUSE
g11127	Apoly020826	C8AP2_MOUSE
g11128	Apoly020827	MDN1_HUMAN
g11129	Apoly020828	LYRM2_SALSA
g11130	Apoly020829	ANKR6_HUMAN
g11132	Apoly020830	GBRR2_BOVIN
g11133	Apoly020831	UB2J1_HUMAN
g11135	Apoly020833	GBRR1_MOUSE
g11136	Apoly020834	P20D2_HUMAN
g11137	Apoly020835	P20D2_HUMAN
g11138	Apoly020836	P20D2_MOUSE
g11139	Apoly020837	CF206_MOUSE
g1114	Apoly018913	SSR2_BOVIN
g11140	Apoly020838	ACT1_HELTB
g11142	Apoly020839	RMD3_XENLA
g11143	Apoly020840	RA51B_XENLA
g11146	Apoly020841	SMIM8_MOUSE
g11147	Apoly020842	CXB7_HUMAN
g11148	Apoly020843	ZN292_HUMAN
g11149	Apoly020844	5HT1E_CAVPO
g1115	Apoly018914	No_ID
g11150	Apoly020845	PCARE_MOUSE
g11151	Apoly020846	GPC6A_MOUSE
g11152	Apoly020847	ANKR9_HUMAN
g11154	Apoly020848	LRFN2_HUMAN
g11159	Apoly020849	ZBED5_CANLF
g1116	Apoly018915	UBP22_DANRE
g11162	Apoly020850	LX12B_MOUSE
g11163	Apoly020851	FBX30_HUMAN
g11164	Apoly020852	GRM1_HUMAN
g11165	Apoly020853	RAB32_PIG
g11166	Apoly020854	ADGB_MOUSE
g11168	Apoly020855	STXB5_HUMAN
g11169	Apoly020856	SASH1_MOUSE
g1117	Apoly018916	GT2D2_MOUSE
g11171	Apoly020857	UST_MOUSE
g11173	Apoly020858	No_ID
g11174	Apoly020859	RHAG_HUMAN
g11175	Apoly020860	No_ID
g11176	Apoly020861	RD3_MOUSE
g11179	Apoly020862	ZNT1_HUMAN
g1118	Apoly018917	UBP22_DANRE
g11180	Apoly020863	NEK2_HUMAN
g11182	Apoly020864	LGAT1_MOUSE
g11183	Apoly020865	INT7_DANRE
g11184	Apoly020866	DTL_DANRE
g11185	Apoly020867	2A5A_MOUSE
g11186	Apoly020868	ZN513_MOUSE
g11187	Apoly020869	SNX17_DANRE
g11188	Apoly020870	ARAID_DANRE
g11189	Apoly020871	EI2BD_BOVIN
g1119	Apoly018918	CSN3_DANRE
g11192	Apoly020872	NDK6_DANRE
g11193	Apoly020873	BAALC_PIG
g11196	Apoly020874	ACHA2_CHICK
g11197	Apoly020875	FAK2_HUMAN
g1120	Apoly018919	NT5M_MOUSE
g11200	Apoly020876	BMF_RAT
g11203	Apoly020877	No_ID
g11204	Apoly020878	ZC3HE_DANRE
g11205	Apoly020879	BATF_DANRE
g11206	Apoly020880	FLVC2_HUMAN
g11207	Apoly020881	FLVC2_HUMAN
g11208	Apoly020882	TGFB3_HUMAN
g11211	Apoly020883	ERR3_RAT
g11213	Apoly020884	YLPM1_RAT
g11214	Apoly020885	PROX2_MOUSE
g11215	Apoly020886	ODO2_TAKRU
g11218	Apoly020887	JDP2_RAT
g11221	Apoly020889	FOS_TAKRU
g11223	Apoly020890	FOS_TAKRU
g11224	Apoly020891	TMEDA_TAKRU
g11225	Apoly020892	EI2BB_TAKRU
g11227	Apoly020893	VSX2_ORYLA
g11228	Apoly020894	ACS2L_MOUSE
g11229	Apoly020895	ABCD4_MOUSE
g1123	Apoly018920	RASD1_HUMAN
g11230	Apoly020896	SGPP1_HUMAN
g11231	Apoly020897	SGPP1_RAT
g11232	Apoly020898	KCNH5_MOUSE
g11233	Apoly020899	T3HPD_XENTR
g11234	Apoly020900	DAAM1_MOUSE
g11237	Apoly020901	ASPP1_MOUSE
g11238	Apoly020902	HINT3_XENTR
g11239	Apoly020903	HINT3_DANRE
g11240	Apoly020904	OXR1_XENTR
g11243	Apoly020905	GATA4_XENLA
g11245	Apoly020906	ABHD3_HUMAN
g11246	Apoly020907	KGP2_HUMAN
g11247	Apoly020908	KCNK2_HUMAN
g11248	Apoly020909	ANGL1_HUMAN
g11249	Apoly020910	SNX9_MOUSE
g11250	Apoly020911	KS6C1_HUMAN
g11259	Apoly020913	PROX1_CHICK
g11260	Apoly020914	PROX1_MOUSE
g11261	Apoly020915	PROX1_CHICK
g11263	Apoly020916	SMYD2_HUMAN
g11264	Apoly020917	PTN14_HUMAN
g11266	Apoly020918	COLI_ONCKE
g11267	Apoly020919	EFR3B_DANRE
g11269	Apoly020920	ADCY8_HUMAN
g1127	Apoly018921	LMF1_MOUSE
g11270	Apoly020921	AA2AR_CANLF
g11271	Apoly020922	PARP1_CHICK
g11272	Apoly020923	LIN9_DANRE
g11273	Apoly020924	MIXL1_MOUSE
g11274	Apoly020925	GCP60_RAT
g1128	Apoly018922	SOX8_TETNG
g11283	Apoly020927	NHSL1_HUMAN
g11284	Apoly020928	HEBP2_HUMAN
g11285	Apoly020929	CMTR1_DANRE
g11288	Apoly020930	No_ID
g11289	Apoly020931	TDRP_XENLA
g1129	Apoly018923	ADAP1_HUMAN
g11290	Apoly020932	FBX25_HUMAN
g11292	Apoly020933	F110C_HUMAN
g11293	Apoly020934	PPAC_BOVIN
g11297	Apoly020936	TMM18_DANRE
g11298	Apoly020937	CA115_HUMAN
g11299	Apoly020938	SMC6_TAKRU
g1130	Apoly018924	COX19_BOVIN
g11300	Apoly020939	KAD9_HUMAN
g11301	Apoly020940	KAD9_HUMAN
g11303	Apoly020941	FIG4_HUMAN
g11304	Apoly020942	GPR6_RAT
g11305	Apoly020943	CC167_DANRE
g11306	Apoly020944	KIF25_HUMAN
g11307	Apoly020945	WASF1_MOUSE
g1131	Apoly018925	No_ID
g11310	Apoly020946	PRP17_HUMAN
g11311	Apoly020947	MET24_RAT
g11313	Apoly020948	S22AG_XENLA
g11314	Apoly020949	TRDN_RAT
g11316	Apoly020950	NKAI2_MOUSE
g11318	Apoly020951	NKAI2_HUMAN
g1132	Apoly018926	RNPS1_XENTR
g11320	Apoly020952	RN217_HUMAN
g11322	Apoly020954	TPD53_CHICK
g11324	Apoly020955	HDDC2_DANRE
g11325	Apoly020956	CENPW_RAT
g11326	Apoly020957	RSPO3_DANRE
g11328	Apoly020958	No_ID
g11329	Apoly020959	SOGA3_HUMAN
g1133	Apoly018927	GTR11_HUMAN
g11330	Apoly020960	SOGA3_MOUSE
g11332	Apoly020961	ELOV4_MACMU
g11335	Apoly020962	TET5A_HUMAN
g1134	Apoly018928	TM100_HUMAN
g11343	Apoly020963	PRS35_MOUSE
g11346	Apoly020964	AP180_HUMAN
g11347	Apoly020965	AGM1_MOUSE
g11348	Apoly020966	AGM1_HUMAN
g11349	Apoly020967	DESM_PIG
g11350	Apoly020968	CCNC_CHICK
g11352	Apoly020969	FAXC_MOUSE
g11353	Apoly020970	PO3F2_DANRE
g11363	Apoly020972	RSPH9_DANRE
g11365	Apoly020973	RT18A_MOUSE
g1137	Apoly018930	SOX9_MOUSE
g11373	Apoly020974	VGFAA_DANRE
g11376	Apoly020975	No_ID
g11379	Apoly020976	NAGAB_CHICK
g11381	Apoly020977	ADCY3_RAT
g11382	Apoly020978	FEZ2_RAT
g11385	Apoly020980	TRI11_BOVIN
g11389	Apoly020981	ERR3_RAT
g11391	Apoly020982	ERR3_RAT
g11394	Apoly020983	GPTC2_HUMAN
g11396	Apoly020984	LPIN1_HUMAN
g11397	Apoly020985	No_ID
g11398	Apoly020986	No_ID
g11399	Apoly020987	No_ID
g114	Apoly018217	FBW10_MOUSE
g11401	Apoly020988	ITSN2_HUMAN
g11404	Apoly020989	No_ID
g11406	Apoly020990	DDX1_CHICK
g11410	Apoly020991	NBAS_DANRE
g11411	Apoly020992	NBAS_DANRE
g11413	Apoly020993	NBAS_DANRE
g11416	Apoly020994	NBAS_DANRE
g11419	Apoly020995	FA84A_MOUSE
g1143	Apoly018931	LORF2_HUMAN
g11432	Apoly020996	NAL12_MOUSE
g11434	Apoly020998	SEC63_MOUSE
g11435	Apoly020999	IYD1_PONAB
g11441	Apoly021000	MAP7_HUMAN
g11442	Apoly021001	ARMC1_BOVIN
g11443	Apoly021002	MTRF2_DANRE
g11445	Apoly021003	TRI11_HUMAN
g11447	Apoly021004	PDE7B_HUMAN
g11453	Apoly021005	MYB_CHICK
g11455	Apoly021006	HBS1L_HUMAN
g11456	Apoly021007	No_ID
g11457	Apoly021008	AL8A1_DANRE
g11458	Apoly021009	AL8A1_DANRE
g11459	Apoly021010	AL8A1_DANRE
g11462	Apoly021011	No_ID
g11465	Apoly021012	SGK1_FUNHE
g11469	Apoly021013	No_ID
g11471	Apoly021015	No_ID
g11473	Apoly021016	GTR12_DANRE
g11474	Apoly021017	TBPL1_DANRE
g11477	Apoly021018	TCF21_DANRE
g11488	Apoly021019	EYA4_MOUSE
g11489	Apoly021020	GIMA8_HUMAN
g11490	Apoly021021	EYA4_MOUSE
g11491	Apoly021022	GIMA4_MOUSE
g11495	Apoly021023	RS12_PIG
g11496	Apoly021024	SH3L3_HUMAN
g11497	Apoly021025	GOPC_MOUSE
g11498	Apoly021026	GOPC_MOUSE
g115	Apoly018218	PRDM9_DANRE
g11501	Apoly021027	BLK_MOUSE
g11503	Apoly021028	RP1L1_HUMAN
g11507	Apoly021029	SOX7_XENLA
g11508	Apoly021030	No_ID
g11511	Apoly021031	PINX1_HUMAN
g11512	Apoly021032	TDH_BOVIN
g11513	Apoly021033	MTMR9_MOUSE
g11517	Apoly021034	MTMR9_HUMAN
g11519	Apoly021035	No_ID
g1152	Apoly018932	ST2B1_MOUSE
g11521	Apoly021036	XKR6_TETNG
g11525	Apoly021037	XKR6_TETNG
g11527	Apoly021038	CCM2_DANRE
g11529	Apoly021039	F167A_DANRE
g11531	Apoly021040	LCA5_HUMAN
g11535	Apoly021042	DMBT1_RABIT
g11536	Apoly021043	DMBT1_RABIT
g11547	Apoly021044	UBA1_HUMAN
g1155	Apoly018933	ST2B1_MOUSE
g11552	Apoly021045	CXA1_DANRE
g11553	Apoly021046	CX32_MICUN
g11554	Apoly021047	MCM9_DANRE
g11561	Apoly021048	MCM9_BOVIN
g11562	Apoly021049	CE85L_HUMAN
g11565	Apoly021050	HSF2_MOUSE
g11566	Apoly021051	NGBR_DANRE
g11569	Apoly021053	S35F1_MOUSE
g1157	Apoly018934	ST2B1_MOUSE
g11571	Apoly021054	SERC1_RAT
g11577	Apoly021055	No_ID
g1158	Apoly018935	SACS_HUMAN
g11580	Apoly021056	HMGX3_HUMAN
g11583	Apoly021057	NAL12_HUMAN
g11584	Apoly021058	No_ID
g11585	Apoly021059	No_ID
g11586	Apoly021060	TOPK_DANRE
g11589	Apoly021061	VG87_GAHVM
g116	Apoly018219	NEB2_RAT
g1160	Apoly018936	SBK1_DANRE
g11606	Apoly005632	ACTB_XENTR
g11607	Apoly005633	GIMA8_HUMAN
g11608	Apoly005634	No_ID
g11609	Apoly005635	GIMA8_HUMAN
g1161	Apoly018937	TCF20_MOUSE
g11610	Apoly005636	GIMA8_HUMAN
g11612	Apoly005637	VMAT1_HUMAN
g11615	Apoly005638	PPIA_BLAGE
g11618	Apoly005640	ZMIZ2_HUMAN
g11623	Apoly005641	No_ID
g11624	Apoly005642	NOE1_MOUSE
g11625	Apoly005643	CI116_DANRE
g11627	Apoly005644	FNBP1_HUMAN
g11628	Apoly005645	FNBP1_RAT
g1163	Apoly018938	MPRIP_MOUSE
g11632	Apoly005646	MED27_DANRE
g11633	Apoly005647	NTNG2_HUMAN
g11634	Apoly005648	NTNG2_MOUSE
g11635	Apoly005649	NTNG2_MOUSE
g11636	Apoly005650	NUCG_MOUSE
g11637	Apoly005651	TTF1_MOUSE
g1164	Apoly018939	MPRIP_MOUSE
g11640	Apoly005652	KAD5_MOUSE
g11641	Apoly005653	MYL4_HUMAN
g11642	Apoly005654	RGS3_RAT
g11645	Apoly005655	No_ID
g11646	Apoly005656	No_ID
g11647	Apoly005657	FBCDB_XENLA
g11648	Apoly005658	PHF19_HUMAN
g1165	Apoly018940	DS7CA_DANRE
g11650	Apoly005659	SYGP1_HUMAN
g11654	Apoly005660	DAB2P_MOUSE
g11655	Apoly005661	GELS_CHICK
g11656	Apoly005662	YTX2_XENLA
g11657	Apoly005663	GELS_PIG
g11658	Apoly005664	F16B2_DANRE
g11659	Apoly005665	DYN1_HUMAN
g1166	Apoly018941	HS3SA_HUMAN
g11661	Apoly005666	RPGF1_HUMAN
g11662	Apoly005667	POMT1_RAT
g11664	Apoly005668	SNPC4_MOUSE
g11665	Apoly005669	CARD9_RAT
g11667	Apoly005670	NEST_RAT
g11668	Apoly005671	CC180_HUMAN
g1167	Apoly018942	GSG1L_DANRE
g11671	Apoly005672	No_ID
g11672	Apoly005673	ENTR1_DANRE
g11673	Apoly005674	CHK2_MOUSE
g11674	Apoly005675	GSTT1_BOVIN
g11676	Apoly005676	PLPP7_DANRE
g11677	Apoly005677	No_ID
g11678	Apoly005678	BRD3_HUMAN
g11679	Apoly005679	NACC2_MOUSE
g11681	Apoly005680	QSOX2_MOUSE
g11684	Apoly005681	BARH1_HUMAN
g11685	Apoly005682	DDX31_MOUSE
g11686	Apoly005683	KAD8_DANRE
g11687	Apoly005684	TSC1_HUMAN
g11689	Apoly005685	CEL_BOVIN
g11691	Apoly005686	No_ID
g11693	Apoly005687	DOK2_MOUSE
g11695	Apoly005689	NMDZ1_CANLF
g11698	Apoly005690	KAZD1_MOUSE
g117	Apoly018220	SGCE_PONAB
g11700	Apoly005691	CIZ1_HUMAN
g11701	Apoly005692	SURF4_TAKRU
g11703	Apoly005693	FUBP3_HUMAN
g11706	Apoly005694	PRD12_MOUSE
g11707	Apoly005695	CO5_HUMAN
g11708	Apoly005696	No_ID
g11711	Apoly005697	No_ID
g11714	Apoly005699	CNTRL_HUMAN
g11715	Apoly005700	TTI2_HUMAN
g11716	Apoly005701	VMAT1_HUMAN
g11719	Apoly005702	PPIA_BLAGE
g11722	Apoly005704	ZMIZ2_HUMAN
g11723	Apoly005705	ODO1_HUMAN
g11728	Apoly005706	ODO1_MACFA
g1173	Apoly018943	GLP2R_HUMAN
g11730	Apoly005708	ADAM9_HUMAN
g11732	Apoly005709	ERC6L_DANRE
g11734	Apoly005710	ERC6L_DANRE
g11735	Apoly005711	ERC6L_BOVIN
g11736	Apoly005712	No_ID
g11737	Apoly005713	NUD18_DANRE
g11738	Apoly005714	NUD18_DANRE
g11740	Apoly005715	No_ID
g11741	Apoly005716	LRRC2_HUMAN
g11742	Apoly005717	LRRC2_MOUSE
g11745	Apoly005719	MF14A_HUMAN
g11746	Apoly005720	SPIN1_MOUSE
g11747	Apoly005721	MAK16_BOVIN
g11748	Apoly005722	RAB14_PONAB
g11749	Apoly005723	AF1L2_MOUSE
g1175	Apoly018944	No_ID
g11750	Apoly005724	DEMA_PONAB
g11753	Apoly005726	RSP14_MOUSE
g11754	Apoly005727	SRP19_PONAB
g11755	Apoly005728	No_ID
g11756	Apoly005729	PP2AB_RAT
g11757	Apoly005730	SHLD3_HUMAN
g11759	Apoly005732	P85A_PONAB
g1176	Apoly018945	PTPS_POERE
g11761	Apoly005733	PAR14_HUMAN
g11762	Apoly005734	GIMA2_HUMAN
g11763	Apoly005735	GIMA8_MOUSE
g11766	Apoly005736	GIMA8_HUMAN
g11767	Apoly005737	No_ID
g1177	Apoly018946	MYH16_CANLF
g11770	Apoly005738	ACTB_XENTR
g11771	Apoly005739	GIMA8_HUMAN
g11772	Apoly005740	GIMA8_HUMAN
g11773	Apoly005741	GIMA8_HUMAN
g11774	Apoly005742	GIMA8_HUMAN
g11775	Apoly005743	GIMA8_HUMAN
g11777	Apoly005744	GIMA8_HUMAN
g1178	Apoly018947	GAS7_HUMAN
g11784	Apoly005745	IEX1_MOUSE
g11787	Apoly005746	DDR2_HUMAN
g11789	Apoly005747	LYOX_MOUSE
g1179	Apoly018948	MYH4_PIG
g11791	Apoly005748	SNCAP_HUMAN
g11793	Apoly005749	RN214_MOUSE
g11794	Apoly005750	SNX2_MOUSE
g118	Apoly018221	CO1A1_CHICK
g1180	Apoly018949	RSPH1_CYPCA
g11803	Apoly005751	PPIC_BOVIN
g11804	Apoly005752	PRDM6_HUMAN
g11805	Apoly005753	PRDM6_BOVIN
g11806	Apoly005754	GIMA4_HUMAN
g11809	Apoly005755	CE120_HUMAN
g1181	Apoly018950	ADPRM_XENTR
g11810	Apoly005756	ZN608_MOUSE
g11811	Apoly005757	GRM2B_PONAB
g11813	Apoly005759	S12A2_HUMAN
g11814	Apoly005760	NUD12_MOUSE
g11818	Apoly005761	No_ID
g11819	Apoly005762	No_ID
g1182	Apoly018951	MP2K4_MOUSE
g11820	Apoly005763	No_ID
g11821	Apoly005764	No_ID
g11822	Apoly005765	GIMA8_HUMAN
g11823	Apoly005766	GIMA8_HUMAN
g11824	Apoly005767	GIMA8_HUMAN
g11825	Apoly005768	GIMA8_HUMAN
g11826	Apoly005769	GIMA8_HUMAN
g11827	Apoly005770	GIMA8_HUMAN
g11828	Apoly005771	IL6RB_HUMAN
g11829	Apoly005772	HIRA_TAKRU
g1183	Apoly018952	MYCD_HUMAN
g11832	Apoly005773	GIMA8_HUMAN
g11833	Apoly005774	No_ID
g11834	Apoly005775	GIMA8_HUMAN
g11835	Apoly005776	GTR8_MOUSE
g11836	Apoly005777	TTC16_HUMAN
g11838	Apoly005778	TTC16_MACFA
g11839	Apoly005779	MYMK_DANRE
g11843	Apoly005780	ATL2_HUMAN
g11844	Apoly005781	ATL2_HUMAN
g11848	Apoly005782	F163B_HUMAN
g11851	Apoly005783	NATT3_THANI
g11852	Apoly005784	NATT3_THANI
g11853	Apoly005785	NATT3_THANI
g11854	Apoly005786	NATT3_THANI
g11855	Apoly005787	NATT3_THANI
g11856	Apoly005788	NATT4_THANI
g11857	Apoly005789	PTH_MOUSE
g1186	Apoly018953	DYH9_HUMAN
g11860	Apoly005790	YTX2_XENLA
g11863	Apoly005791	TOR2A_RAT
g11864	Apoly005792	SH2D3_HUMAN
g11865	Apoly005793	UD2A1_MOUSE
g11867	Apoly005794	UD2A2_MOUSE
g11868	Apoly005795	UDB19_MACFA
g11869	Apoly005796	UD2A1_MOUSE
g1187	Apoly018954	DYH9_HUMAN
g11870	Apoly005797	UD2A2_MOUSE
g11871	Apoly005798	UD2A1_MOUSE
g11872	Apoly005799	UDB31_CANLF
g11873	Apoly005800	SH2D3_HUMAN
g1188	Apoly018955	SHSA6_MOUSE
g11882	Apoly005801	STRBP_CHICK
g11884	Apoly005802	GPR21_HUMAN
g11886	Apoly005803	P2RX7_HUMAN
g11889	Apoly005804	GSTT3_MOUSE
g1189	Apoly018956	TM238_MOUSE
g11890	Apoly005805	GSTT3_MOUSE
g11892	Apoly005806	T2R30_PONPY
g11894	Apoly005807	MMP11_XENLA
g11896	Apoly005808	DERL2_MOUSE
g11897	Apoly005809	SNF5_TETFL
g11899	Apoly005810	RGL1_HUMAN
g119	Apoly018222	No_ID
g1190	Apoly018957	TM238_MOUSE
g11904	Apoly005811	PGES2_DANRE
g11905	Apoly005812	GLE1_DANRE
g11906	Apoly005813	ODFP2_CHICK
g11907	Apoly005814	CRBN_PONAB
g11908	Apoly005815	SET_HUMAN
g1191	Apoly018958	FOXK2_XENLA
g11911	Apoly005816	PKN2_HUMAN
g11912	Apoly005817	ZDH12_RAT
g11913	Apoly005818	SCM2A_DANRE
g11915	Apoly005819	F102A_MOUSE
g11916	Apoly005820	EPD1_ONCMY
g11917	Apoly005821	F102A_HUMAN
g11919	Apoly005822	CXL13_HUMAN
g1192	Apoly018959	WIPI3_DANRE
g11920	Apoly005823	CXL13_HUMAN
g11921	Apoly005824	CNO6L_DANRE
g11922	Apoly005825	RM01_HUMAN
g11929	Apoly005826	FRAS1_MOUSE
g1193	Apoly018960	ZSCA2_HUMAN
g11930	Apoly005827	FRAS1_HUMAN
g11931	Apoly005828	BMP2K_MOUSE
g11932	Apoly005829	PAQR3_MOUSE
g1194	Apoly018961	ERD22_RAT
g11941	Apoly005830	IF2_DESVH
g1195	Apoly018962	METL9_CHICK
g11951	Apoly005831	MRC1_HUMAN
g11970	Apoly005832	ANTR2_HUMAN
g11973	Apoly005833	ANTR2_HUMAN
g11983	Apoly005834	PRDM8_HUMAN
g11986	Apoly005835	FGF5_HUMAN
g11987	Apoly005836	No_ID
g1199	Apoly018963	MY15B_HUMAN
g11990	Apoly005837	CF299_DANRE
g11991	Apoly005838	BMP3_XENLA
g11993	Apoly005839	KGP2_HUMAN
g11995	Apoly005840	RG1BA_DANRE
g11996	Apoly005841	ZSC29_HUMAN
g12001	Apoly005842	TM175_DANRE
g12002	Apoly005843	CDS1_RAT
g12004	Apoly005844	WDFY3_HUMAN
g12008	Apoly005845	CCL21_HUMAN
g12009	Apoly005846	RUSC2_MOUSE
g1201	Apoly018964	MYO15_MOUSE
g12010	Apoly005847	PRP2_MEDTR
g12013	Apoly005848	No_ID
g12015	Apoly005849	UN13B_RAT
g12016	Apoly005850	S14L2_BOVIN
g12018	Apoly005851	RN215_HUMAN
g12019	Apoly005852	ASCC2_HUMAN
g1202	Apoly018965	L2GL2_DANRE
g12021	Apoly005853	STBPA_DANRE
g12022	Apoly005854	PPIL2_HUMAN
g12025	Apoly005855	MK01_XENLA
g12028	Apoly005856	GRSF1_MOUSE
g12029	Apoly005857	RUFY3_HUMAN
g1203	Apoly018966	KCD21_HUMAN
g12031	Apoly005858	S4A4_PIG
g12035	Apoly005859	NPFF2_HUMAN
g12036	Apoly005860	ATS3_HUMAN
g1204	Apoly018967	GALK1_BOVIN
g12042	Apoly005861	ATS3_HUMAN
g12044	Apoly005862	SMCA2_HUMAN
g12048	Apoly005863	DMRT2_HUMAN
g1205	Apoly018968	PLD3A_DANRE
g12050	Apoly005864	DMRT3_TAKRU
g12051	Apoly005865	DMRT1_ORYLA
g12052	Apoly005866	CF157_DANRE
g12053	Apoly005867	KANK1_HUMAN
g12057	Apoly005868	F16P1_PIG
g12058	Apoly005869	F16P2_RAT
g12059	Apoly005870	CATL1_BOVIN
g12060	Apoly005871	DAPK1_HUMAN
g12061	Apoly005872	AT8B2_HUMAN
g12064	Apoly005873	MPPA_HUMAN
g12065	Apoly005874	INP5E_RAT
g12066	Apoly005875	CRGM2_CYPCA
g1207	Apoly018970	ACBD4_RAT
g12070	Apoly005876	NOTC1_XENTR
g12071	Apoly005877	UBAC1_CHICK
g12073	Apoly005879	CAM1B_DANRE
g12075	Apoly005880	KCNT1_CHICK
g12078	Apoly005881	KLH20_CHICK
g1208	Apoly018971	RHG23_HUMAN
g12085	Apoly005882	CRA1B_DANRE
g12087	Apoly005883	FABG_THEMA
g12088	Apoly005884	PPIL3_RAT
g12089	Apoly005885	LRC8A_MOUSE
g1209	Apoly018972	ZN133_HUMAN
g12090	Apoly005886	HSC20_MOUSE
g12097	Apoly005887	RTN4R_HUMAN
g12098	Apoly005888	FABPL_EPICO
g121	Apoly018224	No_ID
g12100	Apoly005889	PROD_BOVIN
g12101	Apoly005890	SREC2_MOUSE
g12102	Apoly005891	SELM_XENLA
g12103	Apoly005892	TM17A_DANRE
g12105	Apoly005893	CABP7_RAT
g12108	Apoly005894	MERL_PAPAN
g12109	Apoly005895	FBX21_HUMAN
g12110	Apoly005896	FBX21_PONAB
g12111	Apoly005897	CHP3_MOUSE
g12112	Apoly005898	FBXW8_RAT
g12114	Apoly005899	RNFT2_MOUSE
g12115	Apoly005900	CL049_DANRE
g12116	Apoly005901	No_ID
g12117	Apoly005902	No_ID
g12118	Apoly005903	CAST1_BOVIN
g12119	Apoly005904	NIPS1_MOUSE
g1212	Apoly018973	CBCO1_MOUSE
g12120	Apoly005905	LR74B_HUMAN
g12121	Apoly005906	NOS1_HUMAN
g12122	Apoly005907	KSR2_HUMAN
g12125	Apoly005908	RFC5_MOUSE
g12126	Apoly005909	WSB2_BOVIN
g12127	Apoly005910	VSI10_DANRE
g12128	Apoly005911	PEBP1_BOVIN
g12129	Apoly005912	TAOK3_CHICK
g1213	Apoly018974	AGRA1_HUMAN
g12130	Apoly005913	SDS3_PONAB
g12134	Apoly005914	SRRM4_DANRE
g12136	Apoly005915	HSPB8_PONAB
g12137	Apoly005916	HSPB1_CHICK
g12138	Apoly005917	No_ID
g12139	Apoly005918	XBP1_BOVIN
g12140	Apoly005919	ZNRF3_DANRE
g12141	Apoly005920	COQ5_DANRE
g12143	Apoly005921	KREM1_RAT
g12144	Apoly005922	RDH14_MOUSE
g12145	Apoly005923	No_ID
g12146	Apoly005924	KCC2B_MOUSE
g12147	Apoly005925	SC24C_HUMAN
g12150	Apoly005926	No_ID
g12152	Apoly005927	No_ID
g12154	Apoly005928	HS3S1_RAT
g12155	Apoly005929	H2AV_XENTR
g12156	Apoly005930	PURB_DANRE
g12158	Apoly005932	CKP2L_BOVIN
g12159	Apoly005933	IL1B_ONCMY
g1216	Apoly018976	RAB37_HUMAN
g12160	Apoly005934	CNNM4_HUMAN
g12161	Apoly005935	PGH1_BOVIN
g12163	Apoly005936	LHX6_MOUSE
g12165	Apoly005937	K1C18_PROAT
g12166	Apoly005938	SHOC1_HUMAN
g12168	Apoly005939	TAL2_HUMAN
g1217	Apoly018977	NHRF1_MOUSE
g12170	Apoly005940	UD2A1_HUMAN
g12171	Apoly005941	UD2A2_MOUSE
